X,CH1,CH2,Start,Increment
Sequence,Volt,Volt,7.42E-05,2.00E-09
2934,2.00E-01,1.56E+01,,
2935,2.00E-01,1.54E+01,,
2936,-4.35E-05,1.54E+01,,
2937,2.00E-01,1.56E+01,,
2938,2.00E-01,1.56E+01,,
2939,2.00E-01,1.54E+01,,
2940,-4.35E-05,1.54E+01,,
2941,2.00E-01,1.56E+01,,
2942,2.00E-01,1.56E+01,,
2943,2.00E-01,1.54E+01,,
2944,-4.35E-05,1.54E+01,,
2945,2.00E-01,1.56E+01,,
2946,2.00E-01,1.56E+01,,
2947,2.00E-01,1.54E+01,,
2948,-4.35E-05,1.54E+01,,
2949,2.00E-01,1.56E+01,,
2950,2.00E-01,1.56E+01,,
2951,2.00E-01,1.54E+01,,
2952,-4.35E-05,1.54E+01,,
2953,-4.35E-05,1.56E+01,,
2954,-4.35E-05,1.56E+01,,
2955,2.00E-01,1.54E+01,,
2956,-4.35E-05,1.54E+01,,
2957,2.00E-01,1.54E+01,,
2958,2.00E-01,1.56E+01,,
2959,2.00E-01,1.54E+01,,
2960,-4.35E-05,1.54E+01,,
2961,2.00E-01,1.56E+01,,
2962,2.00E-01,1.56E+01,,
2963,2.00E-01,1.54E+01,,
2964,-4.35E-05,1.54E+01,,
2965,2.00E-01,1.56E+01,,
2966,2.00E-01,1.56E+01,,
2967,2.00E-01,1.54E+01,,
2968,-2.00E-01,1.54E+01,,
2969,2.00E-01,1.56E+01,,
2970,2.00E-01,1.56E+01,,
2971,2.00E-01,1.54E+01,,
2972,-4.35E-05,1.54E+01,,
2973,-4.35E-05,1.54E+01,,
2974,2.00E-01,1.56E+01,,
2975,2.00E-01,1.54E+01,,
2976,-4.35E-05,1.54E+01,,
2977,2.00E-01,1.54E+01,,
2978,-4.35E-05,1.56E+01,,
2979,2.00E-01,1.54E+01,,
2980,-4.35E-05,1.54E+01,,
2981,2.00E-01,1.56E+01,,
2982,2.00E-01,1.56E+01,,
2983,2.00E-01,1.54E+01,,
2984,-4.35E-05,1.54E+01,,
2985,2.00E-01,1.56E+01,,
2986,2.00E-01,1.56E+01,,
2987,2.00E-01,1.54E+01,,
2988,-4.35E-05,1.54E+01,,
2989,2.00E-01,1.56E+01,,
2990,2.00E-01,1.56E+01,,
2991,2.00E-01,1.54E+01,,
2992,-4.35E-05,1.54E+01,,
2993,2.00E-01,1.54E+01,,
2994,2.00E-01,1.56E+01,,
2995,2.00E-01,1.54E+01,,
2996,-4.35E-05,1.52E+01,,
2997,2.00E-01,1.56E+01,,
2998,2.00E-01,1.56E+01,,
2999,2.00E-01,1.54E+01,,
